Real;Evento;año;mes;Tipo de Evento;Origen;N.º Cámara;Cámaras;Direccion 0;Direccion;Resultado;CIUDAD;PROVINCIA;PAIS;ENLACE;Longitud y Latitud;estado_coordenada
33263;1;2024;11;Robo/Hurto Automotor;CATE 911;609;CON;Cno. Ruta 88 A Calle Lib. Gral. San Martin;Colina Alegre;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cno. Ruta 88 A Calle Lib. Gral. San Martin y Colina Alegre ;-57.67797,-38.00591;PENDIENTE_GEOCODIFICAR
33361;1;2024;11;Robo/Hurto Automotor;CATE 911;6228;SIN;Falucho;Catorce de 07;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Falucho y Catorce de 07 ;-57.56258,-37.99948;ok
33383;1;2024;11;Robo/Hurto Automotor;CATE 911;81;CON;Teodoro Bronzini;Ituzaingo;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Teodoro Bronzini y Ituzaingo ;-57.57192,-37.97417;ok
33417;1;2024;11;Robo/Hurto Automotor;CATE 911;6229;SIN;Falucho;Republica Arabe Siria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Falucho y Republica Arabe Siria ;-57.61872,-37.97103;ok
33440;1;2024;11;Robo/Hurto Automotor;CATE 911;396;CON;Martiniano Chilabert;Castelli Juan Jose;Detencion;Mar del Plata;Buenos Aires;Argentina;Martiniano Chilabert y Castelli Juan Jose ;-57.6100177,-37.981067;PENDIENTE_GEOCODIFICAR
33461;1;2024;11;Robo/Hurto Automotor;CATE 911;6230;SIN;Mamerto Esquiu Fray;Jose Cardiel Padre;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mamerto Esquiu Fray y Jose Cardiel Padre ;-57.5524,-37.97295;ok
33468;1;2024;11;Robo/Hurto Automotor;CATE 911;6231;SIN;Pasteur;Jose Manuel Estrada;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Pasteur y Jose Manuel Estrada ;-57.54182,-37.95807;ok
33470;1;2024;11;Robo/Hurto Automotor;CATE 911;6232;SIN;Juramento;Puan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juramento y Puan ;-57.56999,-38.04865;ok
33479;1;2024;11;Robo/Hurto Automotor;CATE 911;6233;SIN;Federico Serrano;Sicilia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Federico Serrano y Sicilia ;nan,nan;vacio
33505;1;2024;11;Robo/Hurto Automotor;CATE 911;6234;SIN;Teodoro Sanchez De Bustamante;Juan Jose Valle;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Teodoro Sanchez De Bustamante y Juan Jose Valle ;-57.55638,-38.09102;ok
33508;1;2024;11;Robo/Hurto Automotor;CATE 911;465;CON;De Los Inmigrantes;Avenida Juan B. Justo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De Los Inmigrantes y Avenida Juan B. Justo ;-57.5823912,-38.0104616;corregido_automatico
33509;1;2024;11;Robo/Hurto Automotor;CATE 911;302;CON;Jose Lanzilota;Avenida Vertiz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Lanzilota y Avenida Vertiz ;-57.56084,-38.04242;corregido_paso1_cruce_interno
33531;1;2024;11;Robo/Hurto Automotor;CATE 911;6235;SIN;Avenida Colon;Juncal;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Juncal ;-57.58439,-37.98614;ok
33542;1;2024;11;Robo/Hurto Automotor;CATE 911;6236;SIN;Alberti Manuel;Grecia;No Asiste;Mar del Plata;Buenos Aires;Argentina;Alberti Manuel y Grecia ;-57.59994,-37.98282;ok
33547;1;2024;11;Robo/Hurto Automotor;CATE 911;6237;SIN;General 07 Argentino Roca;Alsina;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General 07 Argentino Roca y Alsina ;-57.54624,-38.01778;ok
33564;1;2024;11;Robo/Hurto Automotor;CATE 911;6238;SIN;Calle 457;Calle 16;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Calle 457 y Calle 16 ;-57.59155,-38.10372;ok
33607;1;2024;11;Robo/Hurto Automotor;CATE 911;75;CON;Tomas Alva Edison;Hipolito Bouchard;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tomas Alva Edison y Hipolito Bouchard ;-57.554795,-38.046970;PENDIENTE_GEOCODIFICAR
33617;1;2024;11;Robo/Hurto Automotor;CATE 911;6239;SIN;Brown Almirante;Cordoba;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Brown Almirante y Cordoba ;-57.55082,-38.00433;ok
33623;1;2024;11;Robo/Hurto Automotor;CATE 911;435;CON;Rivadavia;Santiago Del Estero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Santiago Del Estero ;-57.546560431790226,-38.000582730234605;corregido_paso1_cruce_interno
33645;1;2024;11;Robo/Hurto Automotor;CATE 911;6240;SIN;11 De Setiembre;Neuquen;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;11 De Setiembre y Neuquen ;-57.56477,-37.98469;ok
33646;1;2024;11;Robo/Hurto Automotor;CATE 911;6241;SIN;Carlos Tejedor;Matias Strobel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Carlos Tejedor y Matias Strobel ;-57.55869,-37972;reparado
33647;1;2024;11;Robo/Hurto Automotor;CATE 911;6242;SIN;Avenida Juan B. Justo;Hipolito Yrigoyen;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Hipolito Yrigoyen ;-57.55009,-38.03479;ok
33650;1;2024;11;Robo/Hurto Automotor;CATE 911;6243;SIN;Luis Vernet;El Jilguero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Luis Vernet y El Jilguero ;-57.56816,-38.07376;ok
33660;1;2024;11;Robo/Hurto Automotor;CATE 911;6244;SIN;Ortiz De Zarate;Friuli;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ortiz De Zarate y Friuli ;-57.58137,-38.02131;ok
33722;1;2024;11;Robo/Hurto Automotor;ORIGEN DIFERIDO;6245;SIN;Jacinto Peralta Ramos;Guanahani;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Guanahani ;-57.57944,-38.02576;ok
33749;1;2024;11;Robo/Hurto Automotor;CATE 911;6246;SIN;Rivadavia;Catamarca;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Catamarca ;-57.55254,-37.99773;ok
33756;1;2024;11;Robo/Hurto Automotor;CATE 911;6247;SIN;Santiago Del Estero;Belgrano;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y Belgrano ;-57.54718,-38.00155;ok
33780;1;2024;11;Robo/Hurto Automotor;CATE 911;6248;SIN;San Lorenzo;La Rioja;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Lorenzo y La Rioja ;-57.56059,-38.00942;ok
33784;1;2024;11;Robo/Hurto Automotor;CATE 911;117;CON;Belgrano;La Pampa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Belgrano y La Pampa ;-57.5653178,-37.9923629;corregido_automatico
33786;1;2024;11;Robo/Hurto Automotor;CATE 911;6249;SIN;General Mosconi;Soler Miguel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Mosconi y Soler Miguel ;-57.55194,-38.05558;ok
33787;1;2024;11;Robo/Hurto Automotor;CATE 911;6250;SIN;11 De Setiembre;Mitre Bartolome;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;11 De Setiembre y Mitre Bartolome ;-57.54559,-37.99438;ok
33793;1;2024;11;Robo/Hurto Automotor;CATE 911;264;CON;Vicente Montes Carballo;Justo S. Lopez De Gomara;Persecucion Y Perdida;Mar del Plata;Buenos Aires;Argentina;Vicente Montes Carballo y Justo S. Lopez De Gomara ;-57.57348,-37.96225;ok
33795;1;2024;11;Robo/Hurto Automotor;CATE 911;6251;SIN;Mamerto Esquiu Fray;Joaquina Acevedo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mamerto Esquiu Fray y Joaquina Acevedo ;-57.54466,-37.96332;ok
33799;1;2024;11;Robo/Hurto Automotor;CATE 911;6252;SIN;Pasaje 07 Muñoz;;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Pasaje 07 Muñoz y - ;nan,nan;vacio
33803;1;2024;11;Robo/Hurto Automotor;CATE 911;524;CON;Guillermo Marconi Ingeniero;Bolivar;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Guillermo Marconi Ingeniero y Bolivar ;-57.5750912,-37.988533;PENDIENTE_GEOCODIFICAR
33804;1;2024;11;Robo/Hurto Automotor;CATE 911;6253;SIN;Hipolito Bouchard;Yapeyu;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Hipolito Bouchard y Yapeyu ;-57.62401,-37.99731;ok
33810;1;2024;11;Robo/Hurto Automotor;CATE 911;6254;SIN;Colombia;Once de 09;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Colombia y Once de 09 ;-57.61388,-37.95981;ok
33816;1;2024;11;Robo/Hurto Automotor;CATE 911;6255;SIN;Mitre Bartolome;Manuel Quintana;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mitre Bartolome y Manuel Quintana ;-57.56177,-38.0144;ok
33827;1;2024;11;Robo/Hurto Automotor;CATE 911;6256;SIN;Vicente Montes Carballo;Concepcion Arenal;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Vicente Montes Carballo y Concepcion Arenal ;-57.57158,-37.95988;ok
33842;1;2024;11;Robo/Hurto Automotor;CATE 911;273;CON;Mario Bravo;Cayetano Rodriguez;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mario Bravo y Cayetano Rodriguez ;-57.5496172,-38.077284;PENDIENTE_GEOCODIFICAR
33873;1;2024;11;Robo/Hurto Automotor;CATE 911;6257;SIN;Valencia;Manuela Pedraza;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Valencia y Manuela Pedraza ;-57.55121,-37.96796;ok
33876;1;2024;11;Robo/Hurto Automotor;CATE 911;132;CON;Juan Bautista De La Salle;Aragon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan Bautista De La Salle y Aragon ;-57.5722633,-37.9537666;corregido_automatico
33877;1;2024;11;Robo/Hurto Automotor;CATE 911;6258;SIN;Balcarce;Mitre Bartolome;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Balcarce y Mitre Bartolome ;-57.54499,-37.99357;ok
33901;1;2024;11;Robo/Hurto Automotor;CATE 911;6259;SIN;French Domingo;Arturo Alio;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;French Domingo y Arturo Alio ;-57.58596,-37.96373;ok
33908;1;2024;11;Robo/Hurto Automotor;CATE 911;527;CON;Arturo Alio;Nueve de 07;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Arturo Alio y Nueve de 07 ;-57.59261,-37.97193;PENDIENTE_GEOCODIFICAR
33912;1;2024;11;Robo/Hurto Automotor;CATE 911;6260;SIN;Avenida Libertad;Catorce de 07;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Libertad y Catorce de 07 ;-57.55341,-37.98811;ok
33998;1;2024;11;Robo/Hurto Automotor;CATE 911;595;CON;Luis Angel Firpo;Gaboto;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Luis Angel Firpo y Gaboto ;-57.5796599,-38.021721;PENDIENTE_GEOCODIFICAR
34001;1;2024;11;Robo/Hurto Automotor;CATE 911;6261;SIN;David Ortega Presbitero;Alberti Manuel;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;David Ortega Presbitero y Alberti Manuel ;-57.59596,-37.98485;ok
34007;1;2024;11;Robo/Hurto Automotor;CATE 911;43;CON;Avenida Juan B. Justo;General Lavalle Juan;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y General Lavalle Juan ;-57.5500985,-38.034791;PENDIENTE_GEOCODIFICAR
34008;1;2024;11;Robo/Hurto Automotor;CATE 911;476;CON;Avenida Independencia;San Lorenzo;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y San Lorenzo ;-57.5626671,-38.0083622;corregido_automatico
34029;1;2024;11;Robo/Hurto Automotor;CATE 911;6262;SIN;Brown Almirante;Avenida Independencia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Brown Almirante y Avenida Independencia ;-57.5569,-38.00126;ok
34043;1;2024;11;Robo/Hurto Automotor;ORIGEN DIFERIDO;6263;SIN;España;Moreno;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;España y Moreno ;-57.55798,-37.9972;ok
34044;1;2024;11;Robo/Hurto Automotor;CATE 911;6264;SIN;Avenida Constitucion;Ricardo Palma;No Asiste;Mar del Plata;Buenos Aires;Argentina;Avenida Constitucion y Ricardo Palma ;-57.55966,-37.96249;ok
34046;1;2024;11;Robo/Hurto Automotor;CATE 911;6265;SIN;Ciudad De Bragado;Hipolito Bouchard;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ciudad De Bragado y Hipolito Bouchard ;-57.62231,-37.9986;ok
34079;1;2024;11;Robo/Hurto Automotor;CATE 911;6267;SIN;Chaco;Rio Negro;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Chaco y Rio Negro ;-57.55399,-37.97659;ok
34081;1;2024;11;Robo/Hurto Automotor;CATE 911;6268;SIN;Beruti Antonio Luis;Paula Albarracin;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Beruti Antonio Luis y Paula Albarracin ;-57.5833,-37.96395;ok
34119;1;2024;11;Robo/Hurto Automotor;CATE 911;6269;SIN;Rio Negro;Uruguay;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rio Negro y Uruguay ;-57.56311,-37.97198;ok
34124;1;2024;11;Robo/Hurto Automotor;CATE 911;6270;SIN;Cno. Ruta 226 A Circ 2 Parc 796a;km 7;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cno. Ruta 226 A Circ 2 Parc 796a y km 7 ;nan,nan;vacio
34128;1;2024;11;Robo/Hurto Automotor;CATE 911;6271;SIN;Avenida Juan Hector Jara;Chacabuco;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan Hector Jara y Chacabuco ;-57.56518,-37.97983;ok
34129;1;2024;11;Robo/Hurto Automotor;CATE 911;55;CON;Teodoro Bronzini;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Teodoro Bronzini y San Martin ;-57.5791566,-37.9831411;corregido_automatico
34169;1;2024;11;Robo/Hurto Automotor;CATE 911;6272;SIN;Malvinas;San Lorenzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Malvinas y San Lorenzo ;-57.58985,-37.99462;ok
34170;1;2024;11;Robo/Hurto Automotor;CATE 911;6273;SIN;Lamadrid;O'higgins;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Lamadrid y O'higgins ;-57.55827,-38.02748;ok
34172;1;2024;11;Robo/Hurto Automotor;CATE 911;6274;SIN;Avenida de los Trabajadores;Ciudad De Oneglia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida de los Trabajadores y Ciudad De Oneglia ;-57.54488,-38.08923;ok
34178;1;2024;12;Robo/Hurto Automotor;CATE 911;6275;SIN;San Salvador;Marcelo T. De Alvear;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Salvador y Marcelo T. De Alvear ;-57.56343,-38.03916;ok
34205;1;2024;12;Robo/Hurto Automotor;CATE 911;6276;SIN;Loberia;Mario Bravo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Loberia y Mario Bravo ;-57.62741,-38.01826;ok
34210;1;2024;12;Robo/Hurto Automotor;CATE 911;6277;SIN;General Mosconi;Genova;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Mosconi y Genova ;-57.55778,-38.06044;ok
34211;1;2024;12;Robo/Hurto Automotor;CATE 911;6278;SIN;Calabria;Florencio Sanchez;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Florencio Sanchez ;-57.59164,-38.03751;ok
34235;1;2024;12;Robo/Hurto Automotor;CATE 911;6279;SIN;Paraguay;Santa Cruz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Paraguay y Santa Cruz ;-57.59674,-37.95601;ok
34262;1;2024;12;Robo/Hurto Automotor;CATE 911;6280;SIN;French Domingo;20 De Setiembre;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;French Domingo y 20 De Setiembre ;-57.54791,-37.98299;ok
34270;1;2024;12;Robo/Hurto Automotor;CATE 911;6281;SIN;Los Durazneros;Cura Brochero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Los Durazneros y Cura Brochero ;nan,nan;vacio
34274;1;2024;12;Robo/Hurto Automotor;ORIGEN DIFERIDO;6282;SIN;Localidad Balcarce;Localidad Balcarce;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Localidad Balcarce y Localidad Balcarce ;nan,nan;vacio
34302;1;2024;12;Robo/Hurto Automotor;CATE 911;6283;SIN;Rawson;Remedios De Escalada;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rawson y Remedios De Escalada ;-57.5986006,-37.9846309;corregido_automatico
34311;1;2024;12;Robo/Hurto Automotor;CATE 911;6284;SIN;Tomas Falkner;Chubut;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Tomas Falkner y Chubut ;-57.55733,-37.97379;ok
34332;1;2024;12;Robo/Hurto Automotor;CATE 911;6285;SIN;Ortiz De Zarate;Jacinto Peralta Ramos;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Ortiz De Zarate y Jacinto Peralta Ramos ;-57.57782,-38.02442;ok
34343;1;2024;12;Robo/Hurto Automotor;CATE 911;6286;SIN;Avenida Juan B. Justo;Onesimo Leguizamon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Onesimo Leguizamon ;-57.62219,-37.98043;ok
34358;1;2024;12;Robo/Hurto Automotor;CATE 911;6287;SIN;Nueve de Julio;Juan F. Czetz Coronel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Nueve de Julio y Juan F. Czetz Coronel ;-57.60121,-37.96844;ok
34370;1;2024;12;Robo/Hurto Automotor;CATE 911;6288;SIN;Italia;Alberti Manuel;Detencion;Mar del Plata;Buenos Aires;Argentina;Italia y Alberti Manuel ;-57.57288,-37.99653;ok
34444;1;2024;12;Robo/Hurto Automotor;CATE 911;6289;SIN;Santa Cruz;Paraguay;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Santa Cruz y Paraguay ;-57.59674,-37.95601;ok
34460;1;2024;12;Robo/Hurto Automotor;CATE 911;6290;SIN;Avenida Vertiz;Maria Teresa Ferrari De Gaudino a;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Vertiz y Maria Teresa Ferrari De Gaudino a ;nan,nan;vacio
34466;1;2024;12;Robo/Hurto Automotor;CATE 911;6291;SIN;Juana Manso;San Salvador;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juana Manso y San Salvador ;-57.57838,-38.02788;ok
34478;1;2024;12;Robo/Hurto Automotor;CATE 911;6292;SIN;Giacomo Matteotti;Doce de 10;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Giacomo Matteotti y Doce de 10 ;-57.56839,-38.02637;ok
34489;1;2024;12;Robo/Hurto Automotor;CATE 911;6293;SIN;Tripulantes Del Fournier;Horacio Gaudini;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tripulantes Del Fournier y Horacio Gaudini ;nan,nan;vacio
34498;1;2024;12;Robo/Hurto Automotor;CATE 911;6294;SIN;Juana Manso;Juan Bautista Azopardo;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Juana Manso y Juan Bautista Azopardo ;-57.57999,-38.02921;ok
34499;1;2024;12;Robo/Hurto Automotor;CATE 911;6295;SIN;Sicilia;Federico Rauch Coronel;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Sicilia y Federico Rauch Coronel ;nan,nan;vacio
34564;1;2024;12;Robo/Hurto Automotor;CATE 911;6296;SIN;Valencia;Libres Del Sur;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Valencia y Libres Del Sur ;-57.54823,-37.96948;ok
34586;1;2024;12;Robo/Hurto Automotor;CATE 911;6297;SIN;Giacomo Matteotti;Gaboto;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Giacomo Matteotti y Gaboto ;-57.56675,-38.02502;ok
34587;1;2024;12;Robo/Hurto Automotor;CATE 911;6298;SIN;Rivadavia;Ramon Carrillo;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Ramon Carrillo ;-57.62793,-37.95956;ok
34591;1;2024;12;Robo/Hurto Automotor;CATE 911;6299;SIN;Ciudad De Dolores;Hernandarias;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ciudad De Dolores y Hernandarias ;-57.58128,-38.02313;ok
34592;1;2024;12;Robo/Hurto Automotor;CATE 911;6300;SIN;Vicente Lopez Y Planes;Pascual Mugaburu;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vicente Lopez Y Planes y Pascual Mugaburu ;-57.54737,-37.95971;ok
34593;1;2024;12;Robo/Hurto Automotor;CATE 911;6301;SIN;Joaquina Acevedo;General Jose Gervasio Artigas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Joaquina Acevedo y General Jose Gervasio Artigas ;-57.55278,-37.95919;ok
34594;1;2024;12;Robo/Hurto Automotor;CATE 911;6302;SIN;Calle 133;Ricardo Balbin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calle 133 y Ricardo Balbin ;nan,nan;vacio
34595;1;2024;12;Robo/Hurto Automotor;CATE 911;6303;SIN;Rodriguez Peña;Salta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Peña y Salta ;-57.56501,-38.00941;ok
34596;1;2024;12;Robo/Hurto Automotor;CATE 911;6304;SIN;Corrientes;Alberti Manuel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Corrientes y Alberti Manuel ;-57.54975,-38.0082;ok
34602;1;2024;12;Robo/Hurto Automotor;CATE 911;6305;SIN;San Lorenzo;Cordoba;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Lorenzo y Cordoba ;-57.55657,-38.01144;ok
34612;1;2024;12;Robo/Hurto Automotor;CATE 911;405;CON;Polonia;Guanahani;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Polonia y Guanahani ;-57.59536,-38.01378;corregido_paso1_cruce_interno
34667;1;2024;12;Robo/Hurto Automotor;CATE 911;6306;SIN;Geronimo Rejon;Jose Ingenieros;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Geronimo Rejon y Jose Ingenieros ;-57.55922,-37.97062;ok
34669;1;2024;12;Robo/Hurto Automotor;CATE 911;6307;SIN;Falucho;Jose M. Calaza Coronel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Falucho y Jose M. Calaza Coronel ;-57.6048,-37.97812;ok
34679;1;2024;12;Robo/Hurto Automotor;CATE 911;6308;SIN;Matias Strobel;Angel Roffo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Matias Strobel y Angel Roffo ;-57.56582,-37.96838;ok
34681;1;2024;12;Robo/Hurto Automotor;CATE 911;6309;SIN;Brown Almirante;Republica Arabe Siria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Brown Almirante y Republica Arabe Siria ;-57.61809,-37.97023;ok
34685;1;2024;12;Robo/Hurto Automotor;CATE 911;348;CON;Solis;Cerrito;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Solis y Cerrito ;-57.5561558,-38.0317258;corregido_automatico
34689;1;2024;12;Robo/Hurto Automotor;CATE 911;6310;SIN;20 De Setiembre;Primera Junta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;20 De Setiembre y Primera Junta ;-57.56865,-38.00869;ok
34691;1;2024;12;Robo/Hurto Automotor;CATE 911;6311;SIN;San Juan;Primera Junta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Juan y Primera Junta ;-57.57467,-38.00567;ok
34692;1;2024;12;Robo/Hurto Automotor;CATE 911;6312;SIN;Gaboto;Don Orione;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Gaboto y Don Orione ;-57.55182,-38.03627;ok
34698;1;2024;12;Robo/Hurto Automotor;CATE 911;479;CON;Avenida Independencia;Matheu Domingo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Matheu Domingo ;-57.5665124,-38.013140;PENDIENTE_GEOCODIFICAR
34702;1;2024;12;Robo/Hurto Automotor;CATE 911;6313;SIN;Daglio Cayetano;Rio Ceballos;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Daglio Cayetano y Rio Ceballos ;nan,nan;vacio
